pathway	N_GC	N_ChG	RA_GC	RA_ChG	P_wilcoxon	FDR_wilcoxon	Beta	SE	P_maaslin	FDR_maaslin	FC	FC_lower	FC_upper	Beta_ancombc	SE_ancombc	P_ancombc	FDR_ancombc	FC_ancombc	FC_lower_ancombc	FC_upper_ancombc	passed_ss_groupGC	N_GC_V	N_ChG_V	RA_GC_V	RA_ChG_V	P_wilcoxon_V	Beta_V	SE_V	P_maaslin_V	FC_V	FC_lower_V	FC_upper_V	Concordance
CALVIN-PWY: Calvin-Benson-Bassham cycle	46	46	525.553347826087	657.997891304348	8.33172282325735e-07	2.80365072345157e-05	-0.145980197558187	0.0272237420392518	6.30499830497053e-07	1.7473852445204e-05	0.903765131752214	0.886870928077093	0.920981156910913	-0.170670244687461	0.0629095410161062	0.00799024780967763	0.0278373354747435	0.843099544191637	0.791694427323419	0.897842421121107	TRUE	21	36	455.981285714286	528.328	0.0049185628534869	-0.10269327909693	0.0350564638649271	0.00493564873779902	0.931292794174249	0.908935771281905	0.954199731030155	TRUE
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	46	46	152.154006521739	104.855710869565	8.67108471170587e-07	2.80365072345157e-05	0.428397467791433	0.0778983607458787	3.53449846418398e-07	1.24671400373035e-05	1.34573791320028	1.2750016437655	1.42039858527251	0.403710391297977	0.103504032166221	0.000184824132148306	0.00146350537292944	1.49737023270792	1.35013739201076	1.66065885373382	TRUE	21	36	66.7655333333333	38.8839902777778	0.00157918866392552	0.644068298679211	0.185081675990636	0.000989326021574284	1.56272973983982	1.37457594983208	1.77663827166345	TRUE
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	46	46	534.84297826087	489.533695652174	1.23870969856971e-06	3.570721785528e-05	0.168743537847084	0.0298718599406768	1.86782463888357e-07	8.05239955429805e-06	1.12407908295396	1.10104366020581	1.14759643999804	0.144053966526531	0.0784553408113912	0.0696405877890274	0.155290506104268	1.15494643529056	1.06779804446618	1.24920744639238	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5100: pyruvate fermentation to acetate and lactate II	46	46	534.84297826087	490.542869565218	1.28840476797402e-06	3.570721785528e-05	0.166248484599631	0.0295646672277735	2.08537731589288e-07	8.09126398566439e-06	1.12213673667857	1.09937518263895	1.14536954780174	0.1415589084006	0.0785233801403072	0.0747727547395743	0.162077256083547	1.15206836876688	1.06506467845425	1.24617927264236	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	46	46	251.189954347826	311.012673913044	1.56704962617189e-06	4.05343503303128e-05	-0.144932665003109	0.0313201727901832	1.23730959775819e-05	0.000129750303764913	0.904421588702031	0.884998651608033	0.924270798180367	-0.169622956343474	0.0701693429323345	0.0176511489378823	0.0522797388389185	0.843982975039758	0.786791261211543	0.905331944155191	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	46	46	229.783780434783	308.56202173913	1.8308258598769e-06	4.43975271020149e-05	-0.226453408657653	0.0415759961261926	4.4179826020875e-07	1.42848104134162e-05	0.854733510940447	0.830453097753728	0.879723823898884	-0.251144005322639	0.0737753154484455	0.000992775234385341	0.00534995542974323	0.777910340263065	0.722585648943413	0.837470960533273	TRUE	21	36	208.9091	212.427583333333	0.71589742081768	0.0154210102892966	0.0854565684239265	0.857459163058315	1.01074636157406	0.952614518644768	1.07242561124157	FALSE
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	46	46	243.484486956522	199.542173913043	2.39828642015713e-06	5.28750157410716e-05	0.263565519317806	0.0526481764674153	2.74171682123362e-06	5.34825830545405e-05	1.20044184910293	1.15742390214284	1.24505864308635	0.238876676243105	0.0959629494879746	0.0146390058303121	0.045078843350485	1.26982192771653	1.15363026994584	1.39771620953168	TRUE	21	36	98.055419047619	59.4689561111111	0.000654722113953447	0.722492731860694	0.207703434299639	0.000993659381658289	1.65003054533321	1.42878545352809	1.90553507792908	TRUE
PWY-5994: palmitate biosynthesis (type I fatty acid synthase)	23	44	0.397527843478261	1.10743068636364	2.48512869594051e-06	5.28750157410716e-05	-3.15695764252566	0.520400306703882	3.0319496798041e-08	3.36969849446758e-06	0.112114311581573	0.0781636717952339	0.160811519887894	-0.538543721654382	0.234738182013163	0.0250170382776406	0.0703377597951054	0.583597514265631	0.461495994830413	0.738004365091358	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	46	46	556.599347826087	657.177347826087	2.58924046154732e-06	5.28750157410716e-05	-0.0924236613202335	0.0184931098543068	2.83712243157226e-06	5.34825830545405e-05	0.937945719243086	0.925999441732837	0.950046115146847	-0.117113625315726	0.0695729089939524	0.095778587813604	0.189602510569788	0.889484119507345	0.829703779293948	0.953571646412201	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
NONMEVIPP-PWY: methylerythritol phosphate pathway I	46	46	318.69097826087	441.612630434783	3.50943288983821e-06	6.80829980628612e-05	-0.246683847441796	0.0474179497099692	1.22727255369909e-06	2.8020082172082e-05	0.842831507578154	0.815579943654489	0.870993647763612	-0.271374230053433	0.0793521659383785	0.000943476650968981	0.00523070982251728	0.762331155787714	0.704176392984592	0.825288659026869	TRUE	21	36	579.623761904762	567.923055555556	0.0663163791520211	0.0656651628759191	0.0419489770165707	0.123235093451896	1.04656735449358	1.0165746679971	1.07744493540224	FALSE
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	44	46	29.6614307272727	67.0820776086957	4.07962247968633e-06	7.53758820056331e-05	-1.55304410003576	0.381443510724708	0.000100241013761926	0.000600915387502687	0.340790234448416	0.261614133628471	0.443928553418061	-1.14904337350543	0.230909564652723	3.19117922523199e-06	6.87876410772229e-05	0.316939817430583	0.251590393088437	0.399263448177934	TRUE	17	32	26.7173933529412	60.75430540625	0.550933220716399	-0.739501344209498	1.07696505518293	0.495186329658987	0.598946337459317	0.283915516178598	1.26353332140631	TRUE
P23-PWY: reductive TCA cycle I	46	46	27.9547276086957	52.8412260869565	4.91879346463671e-06	8.67496301945019e-05	-0.617107804796315	0.128479853157488	6.19708754470777e-06	8.66954337405714e-05	0.651976647120945	0.596424878223986	0.712702578163472	-0.641819335653876	0.125684515150186	1.82024548668769e-06	4.70836832556549e-05	0.526333974271261	0.464170261672191	0.596822923282888	TRUE	20	36	61.7244445	78.6331055555556	0.0342164931935465	-0.823514432395041	0.429119273045606	0.0601688790058155	0.565063758689143	0.419681360463346	0.760808273761274	TRUE
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	46	46	278.139717391304	368.812847826087	5.29859627372176e-06	8.93850154001757e-05	-0.215465446233142	0.0432548795901538	3.03251759587601e-06	5.34825830545405e-05	0.861268250158094	0.83582897315007	0.887481796586634	-0.24015590336878	0.0656713448368366	0.00042934430599737	0.00282348458859287	0.786505232692374	0.736513842554664	0.839889823260957	TRUE	21	36	337.573761904762	327.187611111111	0.529587313239186	0.0841140754964926	0.065325573067822	0.203272402084677	1.06003659835273	1.01310836865379	1.10913859229133	FALSE
PWY-7874: L-threonate degradation	6	28	2.52333933333333	1.55831067857143	5.70303132273597e-06	9.16891667551608e-05	-3.3578512309089	0.645461400591431	1.22768401269432e-06	2.8020082172082e-05	0.097540742794897	0.0623566558081872	0.152577080692821	0.166622497089176	0.165724741660783	0.322238555467709	0.491537704023201	1.18130823382772	1.00089815853142	1.39423689754481	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	46	46	53.1221217391304	92.3516543478261	5.92138289748884e-06	9.16891667551608e-05	-0.498130230292465	0.0954945015239167	1.15822572442795e-06	2.8020082172082e-05	0.708023803791686	0.662675858755061	0.756474979603775	-0.522827123421464	0.114447571167018	1.55697602006753e-05	0.000274593952630091	0.592842138657534	0.5287314168966	0.664726532482127	TRUE	21	36	57.075519047619	33.1282388888889	0.0019777629612998	0.882335262907121	0.25575483620429	0.00108396532333824	1.84335669390931	1.54390119420305	2.20089466459299	FALSE
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	46	46	595.513847826087	554.912347826087	6.14411942173758e-06	9.16891667551608e-05	0.145058965204134	0.0302953024638797	6.57693076459308e-06	8.66954337405714e-05	1.1057758471861	1.08279765086917	1.12924166693438	0.12036932002855	0.0733533205873515	0.104297622774185	0.202337388181918	1.12791333565201	1.04813877858026	1.21375958865378	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
1CMET2-PWY: folate transformations III (E. coli)	46	46	273.095717391304	389.769369565217	6.61387936797215e-06	9.50438961027109e-05	-0.3052358785895	0.0638118825699128	6.70325518612665e-06	8.66954337405714e-05	0.809309884713333	0.7742933940489	0.845909954196695	-0.329926622994165	0.0837433681586022	0.000160812305081341	0.0013445795053472	0.718976487838365	0.661219123425251	0.78177894702531	TRUE	21	36	435.288333333333	476.344194444445	0.274902700943854	-0.0635422365151347	0.0474658770620604	0.186177996699889	0.956911735598804	0.925940815111208	0.988918573177639	TRUE
PWY0-1296: purine ribonucleosides degradation	46	46	639.40297826087	552.357826086956	6.8614577395634e-06	9.50802001053785e-05	0.214670472428184	0.042703685608026	2.51941826368005e-06	5.34825830545405e-05	1.16043882699297	1.12659329219385	1.19530116193973	0.189980928453804	0.0900255790888231	0.0376071030491224	0.0935356152760223	1.2092265356176	1.10512157259401	1.32313842268911	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	38	46	6.93482468421053	13.6481793478261	7.60674373992371e-06	0.000101772985210014	-2.25410054666214	0.525756540026199	4.53086262773483e-05	0.000319631763556566	0.209627435903037	0.145606121330589	0.301798176352152	-0.766501712489763	0.172740242826658	2.81087666180931e-05	0.000389507194565004	0.464635657632384	0.390924060974315	0.552246116049793	TRUE	17	33	8.00177076470588	6.71649703030303	0.715650476196205	-0.823171375042969	0.845124842370696	0.334309484029366	0.565198140745485	0.314624687290452	1.01533335178891	TRUE
GLUCONEO-PWY: gluconeogenesis I	46	46	323.295434782609	406.117304347826	8.23825541044441e-06	0.000106548103308414	-0.153752234921797	0.0310480998499937	3.41292816996887e-06	5.51756720811634e-05	0.89890948997286	0.879770825483366	0.918464499796653	-0.178442422244615	0.0686334423320819	0.0108975260213568	0.0345882768503072	0.836572223441561	0.781081434871166	0.896005273956349	TRUE	21	36	332.456714285714	346.26925	0.973605918398285	0.00499501074901311	0.0530207335537485	0.925285803265343	1.00346827822395	0.967259083530985	1.04103295853875	FALSE
PWY-5918: superpathway of heme b biosynthesis from glutamate	46	46	160.628256521739	223.342608695652	9.87684219035044e-06	0.000123619831285676	-0.245416802547067	0.0512416531955169	6.5448161606211e-06	8.66954337405714e-05	0.843572048308536	0.814135901148386	0.874072497827065	-0.270107696730592	0.0750999537163819	0.000526200444309752	0.00324072654590768	0.763297285288014	0.708073306462563	0.822828286860235	TRUE	21	36	257.090095238095	313.722333333333	0.0188181498423514	-0.123812179579283	0.064033192082958	0.0583201493536383	0.917759355050471	0.87791588776436	0.959411084275458	TRUE
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	46	46	84.1968869565218	159.906793478261	1.06158130743438e-05	0.00012481622644986	-0.638440528634264	0.139195942129577	1.45007333779175e-05	0.000140203640920384	0.64240697905323	0.583321651338226	0.707477128252539	-0.663139733605864	0.134661352767339	3.81405462061157e-06	7.78870101472258e-05	0.515231103864843	0.450318086798452	0.589501284030365	TRUE	21	36	184.400685714286	324.818819444444	0.000738738266773872	-0.584362803755467	0.161827314317623	0.000660389161908549	0.666943843111426	0.596175867048217	0.746112203545909	TRUE
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	46	46	547.281630434783	501.480065217391	1.06158130743438e-05	0.00012481622644986	0.162046039652667	0.0347227851349423	1.06087110203971e-05	0.000124732723512548	1.11887280622079	1.09226525451291	1.1461285171601	0.137356441344082	0.075105309307634	0.0707339020755577	0.156827165744665	1.14723699834825	1.06422957331179	1.23671880897215	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
COLANSYN-PWY: colanic acid building blocks biosynthesis	46	46	158.449613043478	238.030917391304	1.14074016684303e-05	0.000127436716460157	-0.403236024141063	0.087117398886744	1.23155359683962e-05	0.000129750303764913	0.756160281102543	0.711850691400835	0.803227948815905	-0.427928426796727	0.10994744001697	0.000190324862738052	0.00147692093484728	0.651858068699184	0.583987402870549	0.727616622618177	TRUE	21	36	205.277047619048	162.617561111111	0.0017681779770306	0.328195248716712	0.100638208652968	0.00190798249368151	1.25544188639145	1.17085063222506	1.34614466331275	FALSE
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	46	46	85.5120043478261	133.577954347826	1.18240252385712e-05	0.000127436716460157	-0.405948579973872	0.0851839776329039	7.19357350321306e-06	9.00356941692473e-05	0.75473988395277	0.711466356711024	0.800645437491022	-0.430642130766077	0.109572231236283	0.000166339732620273	0.0013445795053472	0.650091516904112	0.582623346679734	0.725372546018143	TRUE	21	36	152.980514285714	144.366241666667	0.427156621388982	0.186305733886671	0.157372012455465	0.241561603089573	1.13784633310519	1.0202577867097	1.26898740164119	FALSE
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	46	46	400.482608695652	352.229108695652	1.18240252385712e-05	0.000127436716460157	0.202709303841344	0.0435595607984434	1.11724483244322e-05	0.00012749735146705	1.15085757566001	1.11662885530762	1.18613553031383	0.178019893797091	0.0796931976124502	0.0279730640663366	0.075898943061109	1.19484909108374	1.10332317770844	1.29396751496586	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	46	46	548.630108695652	534.48747826087	1.36403568868159e-05	0.000143039418164448	0.0983645275424972	0.0218654386746834	2.03613037548131e-05	0.00017954967856517	1.07055916376538	1.05445614091166	1.08690810234283	0.0736748224665335	0.074339448103288	0.324313536675102	0.491537704023201	1.07645670904002	0.999335595177942	1.15952944339079	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7977: L-methionine biosynthesis IV	46	46	182.227193478261	274.683130434783	1.41343983564641e-05	0.000144319646376528	-0.381419684149595	0.0840842875828155	1.76250994488466e-05	0.000162822347289345	0.76768178152054	0.724218044467908	0.813753982216147	-0.406111310595437	0.0985802813745482	8.41573747016713e-05	0.000932944610978528	0.666236004171059	0.603691730096983	0.735260052647254	TRUE	21	36	326.0527	344.378583333333	0.728287703336309	-0.0482594953783229	0.0948683516405673	0.612997403676925	0.967102362727304	0.905553732187493	1.0328343274931	TRUE
PWY-2941: L-lysine biosynthesis II	46	46	432.597591304348	402.257239130435	1.46454771608885e-05	0.00014570372149807	0.147132300268985	0.0295310407096906	3.02032434209392e-06	5.34825830545405e-05	1.10736612924275	1.08492947132642	1.13026678378905	0.122442745041453	0.0805030431011502	0.131772951654219	0.249404415813838	1.13025440555228	1.04283159613309	1.22500605659372	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	46	46	133.505113043478	207.606347826087	1.57209849246139e-05	0.000152493553768755	-0.399940141876468	0.0816402251326118	4.22895345053632e-06	6.54610215099927e-05	0.757889727818709	0.716192657420907	0.802014421093881	-0.424632639275854	0.0944653854658064	2.06378315710933e-05	0.00032064115349049	0.654009998591332	0.595057032706646	0.718803500753343	TRUE	21	36	308.619952380952	282.496861111111	0.0823834934408704	0.146068252129138	0.071412554796322	0.0456092709033176	1.10654970136028	1.05310967878598	1.16270153645542	FALSE
LACTOSECAT-PWY: lactose and galactose degradation I	46	46	503.387326086956	385.68597826087	1.62865757664797e-05	0.000154126619448637	0.370913913792999	0.0758562705285696	4.38656329706137e-06	6.54610215099927e-05	1.29317176549363	1.22693399874902	1.36298547173278	0.346224902262934	0.110259807504663	0.00228519308669078	0.0108128648492198	1.41372052901277	1.26613011481784	1.57851528114051	TRUE	21	36	58.0686285714286	29.7583833333333	0.0130846006286455	0.592633414661637	0.212910145410587	0.00735722556780043	1.50799684962928	1.30109226231245	1.74780418296402	TRUE
PWY-5505: L-glutamate and L-glutamine biosynthesis	41	46	3.36915897560976	5.60533869565217	1.68462861935555e-05	0.000155627596264275	-1.5325503906953	0.405940269605211	0.000286209051550997	0.00147861351159766	0.345665759999478	0.260889238386649	0.457990595453137	-0.669341661285225	0.167032783012784	0.000131254040685406	0.00125590096811202	0.512045566268093	0.433278554753761	0.605131869690202	TRUE	11	7	2.86032554545455	0.779502285714286	0.00298267619673208	2.85540561431431	0.905397315011845	0.00261140261743623	7.23706943958705	3.86376754249184	13.5554671696493	FALSE
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	46	46	742.748760869565	735.536217391305	1.8102043336223e-05	0.000159627109419421	0.087279009562576	0.0199186243708283	3.1775286417692e-05	0.000262315130426904	1.06236462230818	1.04779783428882	1.07713392202042	0.0625892583576347	0.0694889398303381	0.370147395333968	0.548157211410609	1.06458947818554	0.99312406667989	1.14119755535909	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
TRPSYN-PWY: L-tryptophan biosynthesis	46	46	564.367760869565	517.257847826087	1.8102043336223e-05	0.000159627109419421	0.158174113525724	0.0342809098138146	1.30355194844729e-05	0.000133099514736197	1.11587398490073	1.08967144570396	1.14270659755961	0.133484504857106	0.0825904405316666	0.109546418282531	0.208352991635402	1.14280355809348	1.05221142065222	1.24119539738658	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PPGPPMET-PWY: ppGpp metabolism	46	46	158.436863043478	255.872247826087	1.87489142247318e-05	0.000161657304871021	-0.508141088113389	0.107108463663305	7.8279159532201e-06	9.49134809327938e-05	0.703127834328529	0.652816962038605	0.75731603214423	-0.532834922397996	0.112058238882261	7.50066899633968e-06	0.000138583789075228	0.586938683278526	0.524718599375379	0.656536700507313	TRUE	21	36	327.042285714286	391.870027777778	0.00895407064621625	-0.146360455685594	0.0453990919195854	0.00212899390790576	0.903526953384466	0.875537242363056	0.932411456637613	TRUE
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	46	46	646.59497826087	617.690782608696	2.23274049627755e-05	0.000188326807077324	0.12332132822437	0.0276540408744108	2.36569891630391e-05	0.000203975817672426	1.08923959220739	1.0685595328382	1.1103198771535	0.0986316390336351	0.071755567644732	0.172683816405049	0.30876184684405	1.10365967952592	1.02724049038759	1.18576389814196	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7111: pyruvate fermentation to isobutanol (engineered)	46	46	619.947630434783	597.919673913043	2.47771446397877e-05	0.0002045432366008	0.10860083433303	0.0243974802146608	2.44014072566581e-05	0.00020582056555616	1.07818207840447	1.06010219886586	1.09657030750077	0.0839111269347436	0.0751889747824286	0.267391644505461	0.425196549459504	1.08753223719032	1.00876030095395	1.1724553055961	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7234: inosine-5'-phosphate biosynthesis III	46	46	569.459586956522	546.987782608696	3.26215347247051e-05	0.000263690739024699	0.119520675765491	0.0275206200644068	3.67858549749649e-05	0.000277757780711618	1.08637386327209	1.06584677721927	1.10729627937688	0.0948310080965596	0.0756471104854901	0.213235130307317	0.362873818242276	1.09947303738433	1.0193690909224	1.18587170309556	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7208: superpathway of pyrimidine nucleobases salvage	46	46	486.456826086956	446.569260869565	3.49232324431818e-05	0.000276534983427643	0.16065702307999	0.0371547985856139	3.95014481639515e-05	0.000288944054526455	1.11779608181784	1.08937617806058	1.14695741075571	0.135967452577402	0.0761031668995223	0.0773660586767693	0.165322456983427	1.14564460520893	1.06169244989645	1.23623518427802	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5497: purine nucleobases degradation II (anaerobic)	46	46	42.2755152173913	31.9385297826087	4.27895024374362e-05	0.000332046538914505	0.385662826687033	0.0957506399341515	0.000117379180876971	0.000669751796768601	1.30645988451556	1.22256586089408	1.39611082269235	0.360983745504163	0.115280530933893	0.00234727725942033	0.0109728141765673	1.43474013971139	1.27852007110041	1.61004845761033	TRUE	18	33	6.04282666666667	1.87748709090909	0.00715007511710245	0.510043241647507	0.735304082399265	0.490821360540275	1.42409287904554	0.855440347202715	2.37075622488453	TRUE
PWY-7873: D-erythronate degradation II	4	23	3.39741	1.57261804347826	4.57583930456986e-05	0.000348122676504531	-2.87518302376646	0.63688127938583	1.91594782340843e-05	0.000172880873368016	0.136296174625458	0.0876522962794894	0.211935659486883	0.716121331760474	0.144290038009569	4.10089416041353e-05	0.000482165737648621	2.04648017935496	1.77150823470848	2.3641330265574	TRUE	2	5	2.02208	2.7613594	0.61162741352927	-0.268406282691561	0.707580519135126	0.70590371144769	0.830236185280524	0.508391987535238	1.35582806230081	TRUE
PWY-7560: methylerythritol phosphate pathway II	46	46	300.819065217391	382.139717391304	5.06011922378645e-05	0.000377562742082528	-0.166605659613003	0.0363036798054942	1.43557751989109e-05	0.000140203640920384	0.890936392252713	0.868796779603509	0.91364019028999	-0.191295920774814	0.0717219168175644	0.00906972910927169	0.0308223780939693	0.825888154523887	0.76872818492885	0.887298341800754	TRUE	21	36	191.914380952381	151.370141666667	0.00573271361711443	0.311484385927303	0.103998317242802	0.00410743823865506	1.24098388903489	1.15467438157705	1.33374485258847	FALSE
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	46	46	286.890819565217	369.743630434783	5.78048994952416e-05	0.000407787290984614	-0.197299750782355	0.0462225037606875	4.86114934136752e-05	0.000336808204366178	0.872181472569836	0.844680555321521	0.900577758421979	-0.221990145811338	0.0817418184775804	0.00792813849165875	0.0278373354747435	0.800923256744648	0.738058666020099	0.869142376789035	TRUE	21	36	437.719523809524	446.780833333333	0.13221662968506	0.0311961937499472	0.0303961549687056	0.309233356123102	1.0218590370459	1.00055469841385	1.04361699889841	FALSE
