Taxon	Oral_to_Gut _transmitter	N_GC	N_ChG	RA_GC	RA_ChG	P_wilcoxon	FDR_wilcoxon	Beta	SE	P_maaslin	FDR_maaslin	FC	FC_lower	FC_upper	Beta_ancombc	SE_ancombc	P_ancombc	FDR_ancombc	FC_ancombc	FC_lower_ancombc	FC_upper_ancombc	passed_ss_groupcancer	N_GC_V	N_ChG_V	RA_GC_V	RA_ChG_V	P_wilcoxon_V	Beta_V	SE_V	P_maaslin_V	FC_V	FC_lower_V	FC_upper_V	Concordance
Schaalia_SGB17157	-	26	42	0.0729315384615385	0.307266428571428	0.000212930647571864	0.00626266610505482	-4.22622760939355	0.94589602033267	2.28985858899193e-05	0.00163561327785138	0.0534292060979017	0.0277354774350299	0.102925218105191	-1.21325179917255	0.389678020210388	0.00273371363967106	0.0121747704012164	0.297229176654359	0.20130586334112	0.438860458351	TRUE	9	28	0.0296422222222222	0.0634957142857143	0.00526422127073298	-3.70168348289228	1.26929629259445	0.00511742280113799	0.0768567891908646	0.031884967579851	0.185258649861754	TRUE
Kingella_bonacorsii	-	14	32	0.0915492857142857	0.02078125	0.00023965565706961	0.00665710158526693	-3.51375299774077	0.891674732091909	0.000160306120112556	0.00781256027691797	0.0875497580718611	0.0471882758575327	0.162433570609422	-0.599384624307415	0.346764560094608	0.0909100160912423	0.167730656994912	0.549149465369988	0.388233162953142	0.776762945808783	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Prevotella_shahii	-	31	42	0.495257419354839	0.885237619047619	0.000257131959147342	0.00676663050387742	-3.69246422612054	1.05350467767579	0.000714054496265434	0.0167108341582509	0.0773494998804295	0.0372667055074099	0.160543977534128	-1.3555285649803	0.324042205408564	8.10176757663485e-05	0.000988020436174981	0.257810988571646	0.186453990439718	0.356476714022265	TRUE	12	32	1.015765	0.7458846875	0.00274021532571543	-4.90193709146162	1.39271440356962	0.000875839953673912	0.033447980289067	0.0127385820207275	0.0878251114289977	TRUE
Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	-	44	45	0.533251136363636	0.129194222222222	0.000290758355501121	0.00726895888752802	1.02341681554389	0.563616191669662	0.0727302767463768	0.230159103627775	2.03272748564196	1.37535173552258	3.00430858824218	0.834151907243659	0.381492335465922	0.0314596687273226	0.0724877159615728	2.30286018083548	1.57248877582641	3.37246605126995	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Eubacterium_sulci	-	41	46	0.668693902439024	1.29294065217391	0.00036924140886387	0.00839185020145158	-2.10136686742908	0.638905335058979	0.0014358026565621	0.0228995807487262	0.233037354277037	0.149656598747039	0.362873464605688	-1.19429060065438	0.322097399244219	0.000371658298734051	0.00277356939353769	0.302918768354663	0.219503302746591	0.41803371098903	TRUE	20	36	0.1925535	0.2765375	0.214705815567357	-1.00889541538367	0.536605796110384	0.0653887464171474	0.496926568820755	0.34257666486743	0.720819717523749	TRUE
Veillonella_rogosae	-	43	44	1.19086534883721	2.26938181818182	0.00036924140886387	0.00839185020145158	-1.81753871305481	0.733925675251659	0.0151387267615717	0.0876447055645348	0.283704568359959	0.170581797417316	0.47184566774966	-2.13318471716177	0.423858982696156	2.66754970417859e-06	7.84573442405468e-05	0.118459432693048	0.0775336146021186	0.180987785310546	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Prevotella_oris	-	38	46	0.124789736842105	0.124537391304348	0.000414339996745776	0.00900739123360382	-2.5129514786643	0.648733551851848	0.000203126567199867	0.00781256027691797	0.175196823330386	0.111747539377871	0.274672060574578	-1.17959881917471	0.291623695911014	0.000117713432247948	0.00120115747191784	0.307402037670035	0.229644569559274	0.411488122471362	TRUE	21	36	0.0969185714285714	0.107056666666667	0.14093126077648	0.491663447487754	0.343748512796371	0.158287772099421	1.40606515417458	1.10796701712472	1.78436649036225	FALSE
Actinomyces_oris	-	45	46	0.315044666666667	0.109222173913043	0.000525982393517363	0.0109579665316117	0.612225296208658	0.352691528782119	0.086009833415785	0.245742381187957	1.52861521592501	1.19709178059192	1.9519509834092	0.331759883476431	0.311022024983504	0.289002960190947	0.430063928855576	1.39341822559967	1.02095438203505	1.90176406076357	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Capnocytophaga_sp_oral_taxon_338	-	8	24	0.0108625	0.00831	0.000611697668011879	0.0122339533602376	-3.00620711208425	0.798008043898382	0.00029441046680731	0.0105146595288325	0.124463350000564	0.0715841921361268	0.216404279088662	-0.99270137819762	0.255431355155254	0.00052130095415539	0.00338507113087916	0.370574276410252	0.287040277498589	0.478418205046701	TRUE	3	17	0.01352	0.00540529411764706	0.0231670964272577	-2.39997167284818	1.00122611841989	0.0199531647791003	0.189468290965461	0.0946536669807581	0.37925876964355	TRUE
Streptococcus_sinensis	-	28	16	0.467455357142857	0.051423125	0.000680282203516792	0.0130823500676306	3.78914791221357	1.14045943495617	0.00129092937097553	0.022257402947854	13.8244282743439	6.2709693890141	30.4761202386486	1.38012702244883	0.315814962823375	7.98807713703086e-05	0.000988020436174981	3.97540656130163	2.89884406607344	5.45177904275712	TRUE	12	7	0.0186516666666667	0.00174428571428571	0.00126386039966584	3.40216540384922	0.941953130211577	0.000658760971102767	10.571919237995	5.50297690381044	20.3100028090793	TRUE
Methanobrevibacter_oralis	-	18	5	0.0150005555555556	0.001584	0.00075571652752553	0.013994750509732	2.66152375644761	0.732206636963973	0.000462540795097447	0.0154180265032482	6.32700947538702	3.8087487448584	10.5102887019462	1.30895835726947	0.257290793429042	4.87667714096707e-05	0.000696668162995295	3.70231521324237	2.86242040917971	4.78865295057547	TRUE	1	-	0.00017	-	0.190430263825555	0.244841117004165	0.185782234769073	0.193002452671544	1.18496226468998	1.04178594764975	1.34781580794684	TRUE
GGB3008_SGB3999	-	15	31	0.0427506666666667	0.0713912903225807	0.00085305901341063	0.015233196668047	-3.56352391455049	1.00139294321113	0.000597669283658053	0.0167108341582509	0.0845809213103605	0.0422496483010953	0.169325249732882	-0.997738615890442	0.351810432450805	0.00687846288302167	0.0238835516771586	0.368712299245021	0.259357191834621	0.52417578495852	TRUE	4	19	0.1553625	0.0619352631578947	0.0360199878448633	-3.28401110178088	1.40336602532965	0.0229350516290843	0.102663047581558	0.0388113620113075	0.271562264052023	TRUE
GGB1843_SGB2524	-	39	45	0.0714007692307693	0.114427333333333	0.0011400438556489	0.0190290675833599	-2.14812726334328	0.656358994254672	0.00151137232941593	0.0228995807487262	0.22560527984353	0.143141483553383	0.355576462041459	-1.32596117928198	0.298543786696043	2.76785554748455e-05	0.000461309257914092	0.265547597535338	0.197009177314184	0.357930161011403	TRUE	17	34	0.0862958823529412	0.164010882352941	0.00849241193808041	-2.32695433833606	0.966353860015485	0.01942170138132	0.199304427070974	0.102003587739241	0.389420171686842	TRUE
Leptotrichia_sp_oral_taxon_847	-	19	6	0.0539252631578947	0.009335	0.00119788763415239	0.0190290675833599	2.72964668138983	0.781176873958119	0.000739602629834993	0.0167108341582509	6.63293175067306	3.85964941193203	11.398906717557	1.09142409582874	0.270349844066686	0.000513037285812688	0.00337524530139926	2.97851274128221	2.27294023655041	3.90311104855295	TRUE	5	4	0.004764	0.0022775	0.210935561615984	0.913705839513545	0.758748304786791	0.233658420240865	1.88387839241407	1.11338884549705	3.18756363669176	TRUE
GGB74353_SGB98242	-	24	38	0.0317875	0.0424668421052632	0.00121748674345171	0.0190290675833599	-3.26463763069813	0.940928814522803	0.000802120039596041	0.0167108341582509	0.104050973587314	0.0541998832736038	0.199753291899442	-0.936792559194741	0.306337212856325	0.00332590164244259	0.0137433952167049	0.391882762493714	0.288479927151904	0.532349342485928	TRUE	14	26	0.123472142857143	0.0581669230769231	0.68739727402615	-0.101123529917659	1.37743184565386	0.941742592972535	0.932306654807996	0.358847960024975	2.42218375308245	TRUE
Campylobacter_SGB19347	-	6	20	0.00184833333333333	0.0017075	0.00121786032533503	0.0190290675833599	-2.12926412748684	0.612976108117333	0.000791508380488493	0.0167108341582509	0.228574421316653	0.14945258588475	0.34958422278844	-0.937455210091798	0.253975832079102	0.00114544531100411	0.00636358506113394	0.391623167049682	0.30378622196458	0.504857343358729	TRUE	16	31	0.005823125	0.00780354838709678	0.0389098120628355	-1.40669806047587	0.896906007228304	0.122526154395562	0.377173949093096	0.202556450242205	0.702323661894626	TRUE
Streptococcus_mitis	transmitter	46	46	6.02286891304348	2.99220543478261	0.00132980543671946	0.0201485672230221	0.705345531130886	0.247968285172354	0.00550595165592988	0.0527746385336948	1.63053513761561	1.37304341728412	1.93631519697894	0.171919519079329	0.30964343975996	0.580123174963404	0.707467286540737	1.18758225165473	0.871339217280254	1.61860223489939	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Abiotrophia_sp_HMSC24B09	-	35	30	0.557379428571428	0.122671666666667	0.00139637825935893	0.0205349744023373	2.36303708217983	1.12291935912032	0.0381343985626055	0.152537594250422	5.14452216377721	2.36217806732405	11.2041122808225	1.08794227498607	0.345351203008423	0.00249543861517569	0.0115922454331235	2.96816012697237	2.10137327604644	4.19248433382758	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Prevotellaceae_bacterium_Marseille_P2826	-	19	30	0.0615463157894737	0.461247333333333	0.00164406165064398	0.0234865950091997	-3.30140707322189	1.12739912519007	0.00431599656200578	0.0459148570426146	0.101432573201163	0.0464297654025546	0.221594203998351	-1.97674009833934	0.334580824972042	3.70650569910338e-07	2.61082939149707e-05	0.138520063872774	0.0991302216178479	0.193561638238715	TRUE	8	19	0.25200375	0.880734210526316	0.160023266393468	-2.09574304646012	1.69076098261545	0.220413630903452	0.233947538353145	0.0724684059622188	0.755245682236066	TRUE
Olsenella_sp_oral_taxon_807	-	39	41	0.136869487179487	0.0332246341463415	0.0017425543060137	0.0242021431390791	0.596267403011118	0.791170065942016	0.453024997316369	0.654660400746197	1.51180011396103	0.873631836920486	2.61613586866179	0.752886798067561	0.28797126601183	0.0107227027340886	0.0324930385881473	2.12312019778298	1.59187972040054	2.83164570568175	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
GGB4786_SGB6625	-	17	31	0.0511035294117647	0.0754803225806452	0.00194323823601882	0.0262018247909614	-3.42634483218075	1.00747162128713	0.00100324643794158	0.0192932007296457	0.0930180926569161	0.0462688017253133	0.18700215347909	-1.63222693055047	0.37664272576491	7.89536466411217e-05	0.000988020436174981	0.195493738041009	0.134140213550401	0.284909354187714	TRUE	5	19	0.054126	0.0353921052631579	0.0283297536291839	-2.84605121846533	1.28722714677989	0.0312124778374666	0.139076327506742	0.0569848266710005	0.339427633682806	TRUE
GGB49508_SGB69451	-	14	3	0.0664614285714286	0.00321666666666667	0.00199133868411307	0.0262018247909614	2.47518076981696	0.755168301401991	0.0014883385777902	0.0228995807487262	5.56036955052126	3.29439254055914	9.38495008039221	1.31942145391649	0.240104032114253	6.16046879289018e-05	0.000832495782822998	3.74125626185405	2.94267026283076	4.75656365365157	TRUE	9	7	0.0224844444444444	0.00339428571428571	0.0204890812749062	2.59097986079419	1.02608496368981	0.0144788993564772	6.02507775927455	2.95855947433497	12.2700125923494	TRUE
Actinomyces_dentalis	-	42	45	0.217901904761905	0.0554117777777778	0.00220352417000347	0.0279247129015916	0.468088212109105	0.6079239542289	0.443329154451342	0.648142038671552	1.38327520536946	0.90762248668991	2.10820062509496	0.733730719980223	0.349514700969867	0.0387576482587127	0.084626745754819	2.08283661110038	1.46846262326475	2.9542518003592	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Bifidobacterium_dentium	transmitter	20	7	0.120573	0.01145	0.00223397703212733	0.0279247129015916	2.87662599680557	0.885864596268784	0.00163797349188741	0.0240878454689325	7.34430511937663	3.9744670035145	13.5713336250635	0.631756847217083	0.335211164824994	0.0711540558375314	0.138751944463562	1.88091215351686	1.34520401073069	2.62995835652152	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Veillonella_tobetsuensis	-	31	42	0.427683548387097	0.534116666666667	0.00234029699076856	0.0285402072044946	-3.31923147168066	0.992222476411961	0.00120030351575912	0.0214339913528414	0.100187090473518	0.05036432719624	0.199296876506239	-1.32021752335575	0.41526665839914	0.00218878914992803	0.0106251900481943	0.26707720011801	0.176314811201389	0.404561762774436	TRUE	17	32	0.669003529411765	1.1794290625	0.259969965470403	-1.26100445395785	1.39018732609014	0.368324160954776	0.417253352411003	0.159188521792581	1.09367407987536	TRUE
GGB51111_SGB71327	-	18	6	0.0563061111111111	0.006075	0.0027584540008471	0.0328387381053226	2.60340662385862	0.829199511161127	0.00228814441760489	0.0309208705081742	6.07719937764135	3.42049972183384	10.7973557313444	0.58247078402993	0.268558727331359	0.0411753695607283	0.0895116729581049	1.7904568021546	1.36876935715801	2.34205678525547	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Porphyromonas_catoniae	-	26	39	0.0648815384615385	0.120187948717949	0.0028651724164291	0.033315958330571	-3.27398456844983	0.990436846864222	0.00136219491969435	0.0227032486615725	0.103379026826248	0.052033284389995	0.205392054582605	-0.909226500454879	0.314642480443592	0.00528221001801981	0.0190007554605029	0.402835696784312	0.294090133852718	0.551792052585386	TRUE	11	29	0.0125036363636364	0.030291724137931	0.00538264127348519	-3.18279791275532	1.1610730662521	0.00824015698109347	0.110124096450918	0.0492452717122685	0.246263574094766	TRUE
GGB89420_SGB127135	-	17	6	0.0121182352941176	0.000878333333333333	0.00309914537689168	0.0349546485143686	2.21893970715876	0.696916111912802	0.00199584886800503	0.0277201231667365	4.65551157127432	2.87193599131333	7.54675175763849	1.38862309551452	0.261577506778873	2.9025753605752e-05	0.000468157316221806	4.00932579201034	3.08652415468497	5.2080244640496	TRUE	8	6	0.00339625	0.00411833333333333	0.0539894951075676	1.69000959771398	0.86016600569048	0.0545031546294914	3.22658850211136	1.77749264724704	5.85705565538145	TRUE
Alloprevotella_sp_Lung230	-	15	27	0.025608	0.0545825925925926	0.00314591836629317	0.0349546485143686	-2.9295250332836	0.983604441319503	0.00372401976070967	0.0429036504650422	0.131257791271944	0.066378991708943	0.259549103203208	-1.55765021924246	0.296910871146486	5.38705258656287e-06	0.000134676314664072	0.210630425481963	0.156521626447054	0.283444384943955	TRUE	13	27	0.732064615384615	0.27982	0.775624212277813	-0.439426933526894	1.49993583764033	0.77065230652471	0.737427470981418	0.260731578189694	2.08566710152159	TRUE
Gemella_sanguinis	transmitter	44	46	2.57123181818182	3.50932456521739	0.00324024590042046	0.035220064135005	-1.09154877934366	0.499002654626354	0.0313005212423225	0.137282987904923	0.469257341318733	0.332044513584344	0.663171482656019	-0.992849512937983	0.319010583164293	0.00250392501355467	0.0115922454331235	0.370519385551753	0.269318631643169	0.509747930293743	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Arachnia_rubra	-	15	33	0.0919086666666667	0.06707	0.00344445086880604	0.0366430943490004	-3.66458149246689	1.01613041273939	0.000509219053813368	0.0159130954316678	0.0788589607185638	0.0389910845562659	0.15949122104152	0.0339086781088987	0.302825005171991	0.911330825792495	0.937583154107505	1.03449013081925	0.764207196433637	1.40036607317577	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Campylobacter_showae	-	22	35	0.0400227272727273	0.0827468571428571	0.00373244556294297	0.0388796412806559	-3.01893510174805	1.0113554093602	0.00365088289424018	0.0429036504650422	0.123370117797267	0.0612014434099435	0.248689983720851	-0.923041599044704	0.353770857319582	0.0116677321499041	0.034725393303286	0.397308747496834	0.278924970472613	0.565938003220124	TRUE	10	26	0.189912	0.283816538461538	0.174539690596164	-2.36544607855206	1.48243424558851	0.116297658337182	0.194057207355039	0.0694500563914547	0.542234257005875	TRUE
Catonella_massiliensis	-	36	44	0.123881666666667	0.140600454545455	0.0039181869943823	0.0399814999426765	-2.43873289723822	0.803743913675277	0.00315212477034211	0.040411856030027	0.184445577510124	0.105661608974231	0.321972865956829	-1.04105091877046	0.375941221628549	0.00701906239442545	0.0241561659061437	0.35308342491367	0.242442153240432	0.514217116464614	TRUE	20	35	0.0973325	0.0861088571428572	0.823274890863889	-0.29774610028552	0.632036102380641	0.639439449667028	0.813522357229378	0.524937583351381	1.26075679604948	TRUE
GGB4783_SGB6619	-	27	38	0.0540192592592593	0.0967363157894737	0.00409029116237762	0.0409029116237762	-2.78231940594317	0.991029077843951	0.00612116387545897	0.0546532488880265	0.145357820088401	0.0731322478234638	0.288913529799544	-1.10969127477582	0.363416587306178	0.00331168778386925	0.0137433952167049	0.329660719946283	0.229212017743104	0.474129547593372	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
GGB10025_SGB15902	-	1	10	0.01931	0.016799	0.00449961419105814	0.0430488168322113	-1.74806892164265	0.602120555287553	0.00464539657774383	0.0464539657774383	0.297699990026854	0.196120265249201	0.451892536191387	0.0411176900746384	0.212699639737067	0.851005828583282	0.907803413741631	1.04197472841315	0.842331236431027	1.28893633251906	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Capnocytophaga_SGB2499	-	20	33	0.282998	0.401511515151515	0.00457696199931288	0.0430488168322113	-3.55299658338087	1.19479702964763	0.00377552124092372	0.0429036504650422	0.0852003647281185	0.037219600669388	0.195034390999654	-1.00748433668085	0.368602158162955	0.00859806469102605	0.0279157944513833	0.365136385356788	0.252565036068472	0.527882172397274	TRUE	6	19	0.046955	0.338755789473684	0.021081005895088	-3.51719878367552	1.52114621449885	0.0245361858042881	0.0873409005281816	0.0304303555735963	0.250684974305484	TRUE
Prevotella_melaninogenica	-	44	46	2.91970022727273	5.19794891304348	0.00458757542260512	0.0430488168322113	-1.39358470582123	0.510526276769639	0.00762517551321286	0.061493350913007	0.380617894104565	0.267180943511601	0.542216744235368	-1.31778123275687	0.36255717087785	0.000467848305632239	0.00316113720021783	0.267728671053857	0.186310917078793	0.38472593247958	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Lachnoanaerobaculum_sp_ICM7	-	41	44	0.137285853658537	0.248508863636364	0.00469215983679395	0.0430488168322113	-1.38666731123586	0.672550050108761	0.0421100469330302	0.165739434313197	0.382447252510671	0.239946161431003	0.609577999000498	-1.19091198635327	0.28545159204203	7.39066463502189e-05	0.000972455873029196	0.303943944900371	0.228466981908491	0.404355679187822	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Streptococcus_cristatus	transmitter	40	46	0.9722825	0.449140217391304	0.00481131310598183	0.0430488168322113	-0.569494410952721	0.72444158523438	0.433864998284794	0.643808655498656	0.673852897204387	0.407836839567187	1.11338084993163	0.675853715493287	0.320287359548246	0.0378203776791033	0.0833047966500071	1.9657104172777	1.4269886089471	2.70781239623567	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
Alloprevotella_SGB1466	-	20	8	0.297732	0.3310225	0.00482146748520766	0.0430488168322113	2.78843384998169	0.949394968853301	0.00420685574721393	0.0457266929044992	6.90879378176754	3.57771602651065	13.3413136104998	0.251204489502385	0.332047464344074	0.456131308161682	0.593920974168856	1.28557294362582	0.922338510424814	1.79185599940042	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Campylobacter_concisus	-	41	46	0.123586585365854	0.210246086956522	0.00556476146673645	0.0483532428106331	-1.79545522670971	0.586799247988408	0.00291886958219672	0.0384061787131148	0.288080671638004	0.191809426054553	0.432671506705828	-1.08848892047441	0.358281646497529	0.00316222350253451	0.0135137756518569	0.336724927611827	0.235329041642019	0.481809113248625	TRUE	21	36	1.27759857142857	0.974528888888889	0.14545098800084	0.494333462044612	0.281115705629341	0.0842306656662439	1.40866978679199	1.15927091585842	1.71172289503288	FALSE
